guid,name,version,rarity,niche,trade_price,targets,buffs,boost_condition,boost_buffs,source
51478,"Shapur of Chalcis, Eponian Eques",base,Epic,Nature,120000,"Horse Breeders: Horse Breeder, Horse Breeder",Health Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hygieia Festival (1.716%); Festival: Festival of Household Gods (0.490%); Festival: Cerealia, Festival of Ceres (1.716%); Festival: Cernunnalia Festival (0.245%); Festival: Vulcanalia (1.716%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
51482,"Gallus Vinicius, the Light Tread",base,Epic,Nature,120000,"Vintners: Vintner, Vintner",Health Area Effect: +1.5,,,Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Caeso Regulus Syracus (0.129%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Caecilia (0.095%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)
51486,Caloric Meter,base,Rare,Nature,18000,"Renderers: Renderer, Renderer",Health Area Effect: +1,,,Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Caeso Regulus Syracus (0.563%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Caecilia (0.948%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)
51490,Purifying Perfumer,base,Rare,Nature,18000,Soap Maker: Soap Maker,Health Area Effect: +1,,,Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Caeso Regulus Syracus (0.563%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Caecilia (0.948%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)
51494,Sole Survivor,base,Rare,Nature,18000,Sandal Maker: Sandal Maker,Health Area Effect: +1,,,Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Caeso Regulus Syracus (0.563%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Caecilia (0.948%); Quest: The Prize of Freedom; Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)
51498,Amurca Apothecary,base,Rare,Nature,18000,Olive Press: Olive Press,Health Area Effect: +1,,,Selling: Valeria (0.466%); Contracts: Valeria (0.948%); Contracts: Caecilia (0.948%); Flotsam: Valeria (0.026%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Caecilia (0.026%)
51502,Agronomic Aerator,base,Rare,Nature,18000,Herb Garden: Herb Garden,Health Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
51506,Rockhopper,base,Common,Nature,3000,Cockle Picker: Cockle Picker,Health Area Effect: +0.5,,,Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Voada Of The Scathach (0.926%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Voada Of The Scathach (0.354%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Voada Of The Scathach (0.223%)
51510,Curdsbreaker,base,Rare,Nature,18000,Dairy: Dairy,Health Area Effect: +1,,,Contracts: Manx (0.876%); Flotsam: Manx (0.024%)
51514,Trusty Trouserer,base,Rare,Nature,18000,Hosier: Hosier,Health Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
51362,Confident Vigilo,base,Rare,Military,18000,"Vigiles: Vigiles, Vigiles",Fire Safety Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Stata Mater Festival (0.568%); Festival: Triumph, Festival of Conquest (1.987%); Festival: Armilustrium, Festival of Mars (1.987%); Festival: Neptunalia Festival (0.284%); Festival: Eponalia Festival (0.284%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51366,Leonine Ceramicist,base,Rare,Military,18000,"Tilers: Tiler, Tiler",Fire Safety Area Effect: +1,,,Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Caeso Regulus Syracus (0.563%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Caecilia (0.948%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)
51635,Vigilant Baker,base,Rare,Military,18000,"Bakeries: Bakery, Bakery",Fire Safety Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Stata Mater Festival (0.568%); Festival: Triumph, Festival of Conquest (1.987%); Festival: Armilustrium, Festival of Mars (1.987%); Festival: Neptunalia Festival (0.284%); Festival: Eponalia Festival (0.284%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51639,Chimneysweeper,base,Rare,Military,18000,"Charcoal Burners: Charcoal Burner, Charcoal Burner",Fire Safety Area Effect: +1,,,"Selling: Diana (0.472%); Selling: Julia Augusta (0.472%); Selling: Valeria (0.466%); Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Caeso Regulus Syracus (0.563%); Selling: Voada Of The Scathach (0.513%); Contracts: Diana (0.961%); Contracts: Julia Augusta (0.961%); Contracts: Valeria (0.948%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Caeso Regulus Syracus (0.975%); Contracts: Voada Of The Scathach (0.887%); Contracts: Caecilia (0.948%); Festival: Stata Mater Festival (0.568%); Festival: Triumph, Festival of Conquest (1.987%); Festival: Armilustrium, Festival of Mars (1.987%); Festival: Neptunalia Festival (0.284%); Festival: Eponalia Festival (0.284%); Flotsam: Diana (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Valeria (0.026%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Caeso Regulus Syracus (0.136%); Flotsam: Voada Of The Scathach (0.124%); Flotsam: Gnaeus Firmius Calidus (0.026%); Flotsam: Julia Augusta (0.026%); Flotsam: Caecilia (0.026%)"
51370,Steward of Flame,base,Rare,Military,18000,Brewery: Brewery,Fire Safety Area Effect: +1,,,Selling: Procurator Corvinus (0.425%); Selling: Manx (0.436%); Selling: Voada Of The Scathach (0.513%); Contracts: Procurator Corvinus (0.865%); Contracts: Manx (0.876%); Contracts: Voada Of The Scathach (0.887%); Flotsam: Procurator Corvinus (0.024%); Flotsam: Manx (0.024%); Flotsam: Voada Of The Scathach (0.124%)
51374,"Tanisius, Savvy Scrapblanketer",base,Epic,Military,120000,Birrus Stitcher: Birrus Stitcher,Fire Safety Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Stata Mater Festival (0.245%); Festival: Triumph, Festival of Conquest (0.858%); Festival: Armilustrium, Festival of Mars (0.858%); Festival: Neptunalia Festival (0.123%); Festival: Eponalia Festival (0.123%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
43677,"Uiscarix, Hygiean Fishmonger",base,Epic,Finance,120000,"Fisheries: Fishing Hut, Oyster Bed, Scomber's Shack, Sturgeon Hatchery, Eel Grabber",Income Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hilaria, Festival of Joy (0.196%); Festival: Ovatio, Festival of Prestigious Rule (0.196%); Festival: Triumph, Festival of Conquest (0.392%); Festival: Spectacula, Festival of the Games (0.392%); Festival: Lugnasad, Festival of Mercury-Lugus (1.373%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
44084,"Obairrix, Full Metalsmith",base,Epic,Military,120000,"Smelters: Bronze Smelter, Goldsmith, Silver Forge, Furnace, Furnace, Glass Smelter",Fire Safety Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Stata Mater Festival (0.245%); Festival: Triumph, Festival of Conquest (0.858%); Festival: Armilustrium, Festival of Mars (0.858%); Festival: Neptunalia Festival (0.123%); Festival: Eponalia Festival (0.123%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
42047,"Brian na gCapallín, Scathing Satirist",base,Epic,Civic,120000,"Clothiers: Spinner, Spinner, Loom Weavery, Birrus Stitcher, Hosier, Sandal Maker, Shoe Weaver",Prestige Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hilaria, Festival of Joy (0.218%); Festival: Ovatio, Festival of Prestigious Rule (0.763%); Festival: Spectacula, Festival of the Games (0.763%); Festival: Quinquatria, Festival of Minerva (0.109%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
42043,Magnus Bantius the Deipnosophist,base,Epic,Research,120000,"Kitchens: Earth Oven, Dairy, Epicure of Water, Bakery, Bakery, Salsicium, Porridge Stand, Epicure of Air",Knowledge Area Effect: +1.5,,,"Selling: Diana (0.099%); Selling: Julia Augusta (0.099%); Selling: Valeria (0.099%); Selling: Procurator Corvinus (0.111%); Selling: Manx (0.113%); Selling: Caeso Regulus Syracus (0.129%); Selling: Voada Of The Scathach (0.145%); Contracts: Diana (0.095%); Contracts: Julia Augusta (0.095%); Contracts: Valeria (0.095%); Contracts: Procurator Corvinus (0.107%); Contracts: Manx (0.107%); Contracts: Caeso Regulus Syracus (0.096%); Contracts: Voada Of The Scathach (0.109%); Contracts: Caecilia (0.095%); Festival: Hygieia Festival (0.490%); Festival: Litterria, Festival of Learning (1.716%); Festival: Cerealia, Festival of Ceres (0.245%); Festival: Quinquatria, Festival of Minerva (1.716%); Flotsam: Diana (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Valeria (0.000%); Flotsam: Procurator Corvinus (0.000%); Flotsam: Manx (0.000%); Flotsam: Caeso Regulus Syracus (0.031%); Flotsam: Voada Of The Scathach (0.035%); Flotsam: Gnaeus Firmius Calidus (0.000%); Flotsam: Julia Augusta (0.000%); Flotsam: Caecilia (0.000%)"
51826,Deboner,base,Common,Nature,2500,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence","Health from Sardines, if supplied: +1",,,Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Caeso Regulus Syracus (0.909%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Caecilia (0.348%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)
51829,Filleter,base,Common,Economy,2500,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence","Population from Eels, if supplied: +1",,,Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Voada Of The Scathach (0.926%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Voada Of The Scathach (0.354%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Voada Of The Scathach (0.223%)
51831,Shucker,base,Common,Nature,2500,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence","Health from Cockles, if supplied: +1",,,Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Voada Of The Scathach (0.926%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Voada Of The Scathach (0.354%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Voada Of The Scathach (0.223%)
51851,Sartorist,base,Common,Research,2500,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence","Knowledge from Pileus, if supplied: +1",,,"Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Procurator Corvinus (1.074%); Selling: Manx (1.074%); Selling: Caeso Regulus Syracus (0.909%); Selling: Voada Of The Scathach (0.926%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Procurator Corvinus (0.354%); Contracts: Manx (0.354%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Voada Of The Scathach (0.354%); Contracts: Caecilia (0.348%); Festival: Hygieia Festival (1.716%); Festival: Litterria, Festival of Learning (6.005%); Festival: Cerealia, Festival of Ceres (0.858%); Festival: Quinquatria, Festival of Minerva (6.005%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Procurator Corvinus (0.140%); Flotsam: Manx (0.140%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Voada Of The Scathach (0.223%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)"
51853,Fashionist,base,Common,Civic,2500,"Residences: Libertus Residence, Plebeian Residence, Eques Residence, Patrician Residence, Wader Residence, Smith Residence, Alderman Residence, Mercator Residence, Noble Residence","Prestige from Tunics, if supplied: +1",,,Selling: Diana (1.055%); Selling: Julia Augusta (1.055%); Selling: Valeria (1.055%); Selling: Caeso Regulus Syracus (0.909%); Contracts: Diana (0.348%); Contracts: Julia Augusta (0.348%); Contracts: Valeria (0.348%); Contracts: Caeso Regulus Syracus (0.348%); Contracts: Caecilia (0.348%); Flotsam: Diana (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Valeria (0.137%); Flotsam: Caeso Regulus Syracus (0.219%); Flotsam: Gnaeus Firmius Calidus (0.137%); Flotsam: Julia Augusta (0.137%); Flotsam: Caecilia (0.137%)
